XXXX0
XXXX;0;5007;10778;6
XXXX;1;5023;10804;6
XXXX;2;5039;10829;6
XXXX;3;5055;10829;6
XXXX;4;5071;10829;6
XXXX;5;5087;10829;6
XXXX;6;5103;10829;6
XXXX;7;5119;10829;6
XXXX;8;5135;10841;6
XXXX;9;5151;10849;6
XXXX;10;5167;10849;6
XXXX;11;5183;10849;6
XXXX;12;5199;10849;6
XXXX;13;5215;10849;6
XXXX;14;5231;10849;6
XXXX;15;5247;10849;6
XXXX;16;5263;10849;6
XXXX;17;5279;10849;6
XXXX;18;5295;10849;6
XXXX;19;5311;10849;6
XXXX;20;5327;10849;6
XXXX;21;5343;10849;6
XXXX;22;5359;10849;6
XXXX;23;5375;10849;6
XXXX;24;5391;10849;6
XXXX;25;5407;10849;6
XXXX;26;5423;10849;6
XXXX;27;5439;10849;6
XXXX;28;5455;10849;6
XXXX;29;5471;10849;6
XXXX;30;5487;11081;6
XXXX;31;5503;11081;6
XXXX;32;5519;11081;6
XXXX;33;5535;11081;6
XXXX;34;5551;11348;6
XXXX;35;5567;11391;6
XXXX;36;5583;11586;6
XXXX;37;5599;11586;6
XXXX;38;5615;11586;6
XXXX;39;5631;11645;6
XXXX;40;5647;11645;6
XXXX;41;5663;11712;7
XXXX;42;5679;11712;7
XXXX;43;5695;11712;7
XXXX;44;5711;11712;7
XXXX;45;5727;11712;7
XXXX;46;5743;11712;7
XXXX;47;5759;11712;7
XXXX;48;5775;11712;7
XXXX;49;5791;11712;7
XXXX;50;5807;11712;7
XXXX;51;5823;11712;7
XXXX;52;5839;11712;7
XXXX;53;5855;11712;7
XXXX;54;5871;11712;7
XXXX;55;5887;11712;7
XXXX;56;5903;11712;7
XXXX;57;5919;11712;7
XXXX;58;5935;11712;7
XXXX;59;5951;11712;7
XXXX;60;5967;11712;7
XXXX;61;5983;11712;7
XXXX1
XXXX;0;5001;11990;6
XXXX;1;5017;12005;6
XXXX;2;5033;12081;6
XXXX;3;5049;12081;6
XXXX;4;5065;12081;6
XXXX;5;5081;12081;6
XXXX;6;5097;12081;6
XXXX;7;5113;12081;6
XXXX;8;5129;12081;6
XXXX;9;5145;12081;6
XXXX;10;5161;12081;6
XXXX;11;5177;12483;6
XXXX;12;5193;12522;6
XXXX;13;5209;12618;6
XXXX;14;5225;12618;6
XXXX;15;5241;12618;6
XXXX;16;5257;12618;6
XXXX;17;5273;12618;6
XXXX;18;5289;12618;6
XXXX;19;5305;12618;6
XXXX;20;5321;12618;6
XXXX;21;5337;12618;6
XXXX;22;5353;12618;6
XXXX;23;5369;12618;6
XXXX;24;5385;12618;6
XXXX;25;5401;12618;6
XXXX;26;5417;12744;6
XXXX;27;5433;12744;6
XXXX;28;5449;12787;7
XXXX;29;5465;12787;7
XXXX;30;5481;12787;7
XXXX;31;5497;12787;7
XXXX;32;5513;12787;7
XXXX;33;5529;12787;7
XXXX;34;5545;12940;7
XXXX;35;5561;12940;7
XXXX;36;5577;12940;7
XXXX;37;5593;12940;7
XXXX;38;5609;12940;7
XXXX;39;5625;12940;7
XXXX;40;5641;13110;7
XXXX;41;5657;13110;7
XXXX;42;5673;13110;7
XXXX;43;5689;13110;7
XXXX;44;5705;13110;7
XXXX;45;5721;13110;7
XXXX;46;5737;13110;7
XXXX;47;5753;13110;7
XXXX;48;5769;13110;7
XXXX;49;5785;13110;7
XXXX;50;5801;13110;7
XXXX;51;5817;13110;7
XXXX;52;5833;13110;7
XXXX;53;5849;13420;7
XXXX;54;5865;13420;7
XXXX;55;5881;13553;7
XXXX;56;5897;13553;7
XXXX;57;5913;13553;7
XXXX;58;5929;13553;7
XXXX;59;5945;13553;7
XXXX;60;5961;13553;7
XXXX;61;5977;13553;7
XXXX2
XXXX;0;5004;8639;6
XXXX;1;5020;8639;6
XXXX;2;5036;8658;6
XXXX;3;5052;8658;6
XXXX;4;5068;8658;6
XXXX;5;5084;8871;6
XXXX;6;5100;8871;6
XXXX;7;5116;8871;6
XXXX;8;5132;8871;6
XXXX;9;5148;8871;6
XXXX;10;5164;8871;6
XXXX;11;5180;8871;6
XXXX;12;5196;8871;6
XXXX;13;5212;8871;6
XXXX;14;5228;8878;6
XXXX;15;5244;8878;6
XXXX;16;5260;8889;6
XXXX;17;5276;8889;6
XXXX;18;5292;8889;6
XXXX;19;5308;8944;6
XXXX;20;5324;8944;6
XXXX;21;5340;8944;6
XXXX;22;5356;8944;6
XXXX;23;5372;8944;6
XXXX;24;5388;8944;6
XXXX;25;5404;8944;6
XXXX;26;5420;8944;6
XXXX;27;5436;9070;6
XXXX;28;5452;9070;6
XXXX;29;5468;9293;6
XXXX;30;5484;9293;6
XXXX;31;5500;9293;6
XXXX;32;5516;9293;6
XXXX;33;5532;9293;6
XXXX;34;5548;9415;7
XXXX;35;5564;9415;7
XXXX;36;5580;9415;7
XXXX;37;5596;9415;7
XXXX;38;5612;9415;7
XXXX;39;5628;9415;7
XXXX;40;5644;9415;7
XXXX;41;5660;9415;7
XXXX;42;5676;9415;7
XXXX;43;5692;9415;7
XXXX;44;5708;9415;7
XXXX;45;5724;9415;7
XXXX;46;5740;9415;7
XXXX;47;5756;9415;7
XXXX;48;5772;9415;7
XXXX;49;5788;9415;7
XXXX;50;5804;9415;7
XXXX;51;5820;9415;7
XXXX;52;5836;9415;7
XXXX;53;5852;9415;7
XXXX;54;5868;9415;7
XXXX;55;5884;9415;7
XXXX;56;5900;9415;7
XXXX;57;5916;9415;7
XXXX;58;5932;9415;7
XXXX;59;5948;9415;7
XXXX;60;5964;9415;7
XXXX;61;5980;9415;7
XXXX3
XXXX;0;5000;10539;6
XXXX;1;5016;10539;6
XXXX;2;5032;10539;6
XXXX;3;5048;10539;6
XXXX;4;5064;10539;6
XXXX;5;5080;10647;6
XXXX;6;5096;10647;6
XXXX;7;5112;10647;6
XXXX;8;5128;10647;6
XXXX;9;5144;10709;6
XXXX;10;5160;10709;6
XXXX;11;5176;10709;6
XXXX;12;5192;10709;6
XXXX;13;5208;10709;6
XXXX;14;5224;10754;6
